Date,Open,High,Low,Close,Volume,MA20,MA50,Daily_Return,Volatility,Price_Range
2022-01-31,166.3547503312831,171.08651082179728,165.71927719769477,170.87142944335938,115541600,166.06290435791016,,2.6125904473653927,,5.367233624102511
2022-02-01,170.11864243059435,170.93008309016165,168.45666218750117,170.70523071289062,86213900,165.70118103027343,,-0.09726537140244407,2.119946164475227,2.4734209026604788
2022-02-02,170.84207875406224,171.94681342176997,169.45383589849953,171.90769958496094,84914300,165.5124969482422,,0.7044124348437597,2.112819292975999,2.49297752327044
2022-02-03,170.57810026310062,172.2987509371964,168.27087633720052,169.03343200683594,89418100,165.41375350952148,,-1.6719830380281908,2.0604149338104194,4.027874599995869
2022-02-04,168.05460511567154,170.4235148216532,167.07572223889366,168.74961853027344,82465400,165.44355545043945,,-0.1679037532356431,2.024910764116666,3.3477925827595527
2022-02-07,169.20965988540354,170.2766384169295,167.33999039041194,168.03500366210938,77251200,165.42931518554687,,-0.42347643472501195,2.027433137123494,2.9366480265175596
2022-02-08,168.10351922686326,171.64708470161528,167.8098514342005,171.1380615234375,74829200,165.5692512512207,,1.8466734868931578,2.068590159238804,3.837233267414774
2022-02-09,172.33228001362485,172.9196005956565,171.20655609241282,172.5574188232422,71285000,165.63888626098634,,0.829363899047264,2.04309835514138,1.7130445032436796
2022-02-10,170.46266869779612,171.77436820740164,167.92736555537172,168.48532104492188,90865900,165.4829200744629,,-2.3598508867888945,2.112424249699724,3.8470026520299143
2022-02-11,168.6908451580762,169.42500712943504,164.49143031742815,165.07876586914062,98670700,165.31989135742188,,-2.0218706025274424,2.1180186718694802,4.933576812006891
2022-02-14,163.83556797241158,165.99890498473425,163.04267549502603,165.31369018554688,86185500,165.12559356689454,,0.14231043900125862,2.114232232011523,2.956229489708221
2022-02-15,167.3595849608588,169.29776862360237,166.65478818594016,169.14114379882812,62527400,165.28251113891602,,2.3152671802228575,2.135396714950318,2.642980437662203
2022-02-16,168.2209285684813,169.67945363035153,166.4589374480946,168.90614318847656,61177400,165.60218811035156,,-0.1389375790381675,2.0722928041292707,3.2205161822569437
2022-02-17,167.41828169802858,168.27970312361404,164.91234475439344,165.31369018554688,69589300,165.826318359375,,-2.126893039598321,2.1207283553444816,3.3673583692205966
2022-02-18,166.23387859788448,166.93866044821442,162.68052937533312,163.76708984375,82772700,166.0757713317871,,-0.9355549078004288,2.1099287331538084,4.258131072881298
2022-02-22,161.49608794845346,163.16998418925112,158.72584769849567,160.85003662109375,91162800,166.21798858642578,,-1.781220650278026,2.1507753117052912,4.444136490755454
2022-02-23,162.04423283731927,162.6413518716535,156.37650867254357,156.68975830078125,90009200,166.24213409423828,,-2.5864329332499048,2.218346660991237,6.264843199109947
2022-02-24,149.357894860665,159.41102239990326,148.79014121364656,159.3033447265625,141147500,166.401358795166,,1.6680008024291038,2.2477874373578226,10.620881186256696
2022-02-25,160.3801542624622,161.63312305071847,157.472871153436,161.36883544921875,91974200,166.68683166503905,,1.2965771222202438,2.260299557138084,4.160251897282478
2022-02-28,159.61659142915732,161.92675492011216,158.99989062280463,161.63308715820312,95056600,166.44244003295898,,0.16375634629124391,1.6037361589697907,2.9268642973075316
2022-03-01,161.22197083806662,163.0818568508139,158.5496253630897,159.75364685058594,83474400,165.8865509033203,,-1.162781915919009,1.480568668673663,4.532231487724204
2022-03-02,160.91852050375005,163.82580321014547,159.50892707803538,163.04269409179688,79724800,165.50342407226563,,2.0588245126492266,1.5736245776171032,4.316876132110082
2022-03-03,164.91233720332733,165.34304789639853,162.05400207433684,162.71963500976562,76678400,165.04402084350585,,-0.19814385663264877,1.5586626934650007,3.289045822061695
2022-03-04,161.01642127862274,162.0540345545001,158.67689221468046,159.7242889404297,83737200,164.57856369018555,,-1.8408018609162746,1.5671303913140264,3.377142339819642
2022-03-07,159.91026569329455,161.53521443024337,155.68148559760553,155.93600463867188,96418800,163.93788299560546,,-2.3717646995884745,1.6354800828047116,5.853728832637842
2022-03-08,155.4661275372027,159.4403881412621,152.50989817230385,154.11526489257812,131148300,163.2418960571289,,-1.167619851690238,1.644926304561071,6.9304899689582555
2022-03-09,158.06996768709067,159.95921898709753,156.04368834876885,159.50892639160156,91454900,162.66043930053712,,3.4997581211588136,1.799051671421171,3.9155306383286756
2022-03-10,156.81700107101284,157.0029911685478,152.6861150001443,155.1724853515625,105342000,161.79119262695312,,-2.718619664828603,1.8522425951635002,4.316876168403496
2022-03-11,155.57384466842046,155.9164596416208,151.23740079888486,151.46253967285156,96970100,160.9400535583496,,-2.390852779283381,1.8538815071355244,4.679058842735941
2022-03-14,148.2518056179064,150.865421052167,146.93032272367594,147.4393310546875,108732100,160.05808181762694,,-2.6562400358886795,1.8861681453695525,3.9350983284910512
2022-03-15,147.71337523300835,152.28477002224423,147.2043670461277,151.8148956298828,92964300,159.38314208984374,163.99850341796875,2.967705119044761,2.0400128623155838,5.080402976116545
2022-03-16,153.73353879751855,156.6212399212536,151.19823606106897,156.2198944091797,102300200,158.73707962036133,163.56410736083984,2.90155900777751,2.0848834298955636,5.423003860184622
2022-03-17,155.26055517399735,157.6000837703935,154.30125449850178,157.2281036376953,75615400,158.15317764282227,163.19504180908203,0.6453782550094767,2.09691843964383,3.2988292718917194
2022-03-18,157.1204422875064,161.0066074424884,156.3862803303168,160.5171661376953,123511700,157.9133514404297,162.98521911621094,2.0919049609471108,2.119437197987182,4.620327112171594
2022-03-21,160.05714354706222,162.83718243811654,159.5677020788822,161.88766479492188,95811400,157.8193801879883,162.8599008178711,0.8538019267365637,2.1212235237457846,3.269480359234336
2022-03-22,162.01487524148183,165.84231029999864,161.42755456550665,165.25498962402344,81532000,158.03962783813478,162.79860443115234,2.080037928379075,2.129755802533054,4.41475573449199
2022-03-23,164.44252537221885,168.99432437394225,164.1096938716203,166.6156463623047,98062700,158.53592224121093,162.76413055419923,0.8233680213692418,2.0328829770163273,4.884630502321954
2022-03-24,167.4476727675763,170.46263328488442,166.61563143205333,170.3941192626953,90131400,159.09046096801757,162.74871856689452,2.267777956563788,2.0579725497841057,3.8470018528310845
2022-03-25,170.20812239603873,171.57855215101324,169.1019802060181,171.03038024902344,80546200,159.57353820800782,162.7372332763672,0.37340548434492415,2.0461125604337447,2.476571944995129
2022-03-28,168.53420969754978,172.019029244763,168.36780145361686,171.89178466796875,90371900,160.0864730834961,162.80828216552734,0.5036557936029196,2.0462365862628733,3.651227791146141
2022-03-29,172.95879441578631,175.22979461470234,172.61617948078282,175.1808624267578,100589400,160.8578338623047,162.92790649414061,1.9134583803073202,2.04389431691164,2.6136151339195237
2022-03-30,174.77948791199498,175.8171010585222,172.96854916161706,174.01596069335938,92633200,161.4064971923828,163.08816986083986,-0.6649708862379144,2.0239339120060245,2.8485518969051498
2022-03-31,174.08448573079536,174.27047582290578,170.7171270473916,170.92269897460938,103049300,161.816650390625,163.25637176513672,-1.7775735664849468,2.07640207235707,3.5533487755141664
2022-04-01,170.35497284823808,171.18702920461877,168.3091113767006,170.62905883789062,78751300,162.36188888549805,163.45233123779298,-0.17179703952742154,2.020018342895427,2.877917827918168
2022-04-04,170.88355800105404,174.72077634534207,170.75629847192283,174.6718292236328,76468400,163.2986801147461,163.77020721435548,2.36933287523029,1.961117901987007,3.9644778734192414
2022-04-05,173.7516811601631,174.53479031608524,170.73672061862993,171.3632049560547,73401800,164.16107711791992,164.03735748291015,-1.8941945488771927,2.0016463911935056,3.798069697455304
2022-04-06,168.7201767337751,169.96336160580736,166.53727309062347,168.2013702392578,89058800,164.59569931030273,164.2772479248047,-1.8451071323086654,1.9431565952603853,3.426088515183892
2022-04-07,167.5455363451221,169.69907490999924,166.2632026288955,168.5048370361328,77594700,165.26231689453124,164.52496765136718,0.18041874239391742,1.8110535909820533,3.435872281103741
2022-04-08,168.1524524173325,168.1524524173325,165.62693350816983,166.49813842773438,76575500,166.01409683227538,164.7417428588867,-1.1908848693572782,1.7308336898797982,2.5255189091626846
2022-04-11,165.1472853633742,165.46052001953282,162.0050657338506,162.24978637695312,72246700,166.75461959838867,164.65632019042968,-2.5515913216201946,1.7209563882624341,3.455454285682208
2022-04-12,164.47187468621496,166.28279871101802,163.12101178667447,164.11947631835938,79265200,167.3698486328125,164.52128112792968,1.1523527908150255,1.629025859774174,3.161786924343545
2022-04-13,163.8551587010773,167.42807423573976,163.24825626550123,166.8015899658203,70618900,167.89893341064453,164.44320831298828,1.6342445806116102,1.5494257639959992,4.179817970238531
2022-04-14,167.01697710019764,167.65325987659003,161.55480933143042,161.79953002929688,75329400,168.12750473022462,164.241044921875,-2.998808307251999,1.7168134460674676,6.098450545159608
2022-04-18,160.45844346214486,163.08185675186522,160.11584349387897,161.58416748046875,69023900,168.18085479736328,164.09205963134767,-0.13310455771357033,1.655870814296111,2.9660132579862477
2022-04-19,161.5352440651779,164.27611889634176,160.44868355818875,163.86497497558594,67723800,168.27972030639648,163.9943667602539,1.4115290691415483,1.6747759386567247,3.827435338153009
2022-04-20,165.19620588083708,165.31368193809578,162.59238977382873,163.69851684570312,67929800,168.20189666748047,163.9076370239258,-0.10158249492157045,1.606919578884597,2.721292164267055
2022-04-21,165.3430936610523,167.90776176039836,162.40644532626558,162.90567016601562,87227800,168.01639785766602,163.74298919677733,-0.48433345332921096,1.5967271060595731,5.501316434132775
2022-04-22,162.94483948037262,164.32505289369502,158.08957416008516,158.37344360351562,84882400,167.41536407470704,163.45930969238282,-2.782117134339923,1.6018015250806659,6.2354787336098525
2022-04-25,157.71755627231695,159.72426854560663,155.113739965227,159.44039916992188,96046400,166.83586502075195,163.27841125488283,0.6736960074426035,1.6103522889085515,4.610528580379622
2022-04-26,158.82372320771267,158.91181906878418,153.4105028966986,153.4888153076172,95623200,165.91571655273438,163.04661224365233,-3.7327953851657436,1.7650323075418224,5.5013161720855805
2022-04-27,152.61756012327783,156.4156137171025,152.09875364091826,153.2636260986328,88063200,164.81985473632812,162.80561096191406,-0.14671375795888286,1.6713453533433267,4.316860076184241
2022-04-28,155.88704759214835,161.0457628626786,155.57379800357486,160.18434143066406,130216800,164.12827377319337,162.62647491455078,4.515562830007314,2.031895722829371,5.4719648591037355
2022-04-29,158.42236732431553,162.69029635210208,153.92929946524063,154.3208465576172,131747600,163.29818115234374,162.3347689819336,-3.660466947441865,2.140129123342811,8.760996886861449
2022-05-02,153.40069487713816,154.88858563658798,150.0333364297974,154.62429809570312,123055300,162.49794311523436,162.1209811401367,0.1966367764659971,2.1445735994873925,4.855249206790575
2022-05-03,154.81028218380573,157.31623426694395,153.0189401124905,156.11219787597656,88966500,161.56996154785156,161.96788330078124,0.9622677668373436,2.0682691667219504,4.2972941544534535
2022-05-04,156.29821776928353,162.96440737050813,155.89687222909777,162.51412963867188,108256500,161.12750778198242,162.0011651611328,4.100853008155925,2.284739428529142,7.06753514141036
2022-05-05,160.38988547136523,160.6150242386814,151.67782324411957,153.4593963623047,130525300,160.39040908813476,161.93655792236328,-5.5716590898890805,2.558129786493291,8.937200994561834
2022-05-06,152.93987884779835,156.302387766656,151.14588956385867,154.1848907470703,116124600,159.67441177368164,161.83418884277344,0.47275983221828355,2.562610453208352,5.156498202797337
2022-05-09,151.8811126841976,152.76341048572758,148.50882129057032,149.06759643554688,131577900,158.80288467407226,161.5881640625,-3.318933707919547,2.639685892697295,4.254589195157251
2022-05-10,152.4594939260044,153.65548649022554,149.92045170349726,151.4693603515625,115366700,158.26386337280275,161.38488952636717,1.6111911464635975,2.63502053600676,3.735034786728278
2022-05-11,150.47928231405317,152.39090538432075,142.94061098912724,143.61703491210938,142689800,157.23874130249024,161.06215728759764,-5.184101537913522,2.8240932926438242,9.45029439519351
2022-05-12,139.96040581157675,143.3228989996902,136.06853101088905,139.75453186035156,182602000,155.8863883972168,160.59639404296874,-2.6894463140264557,2.8073407678628635,7.254367988801164
2022-05-13,141.74458368466105,145.18551933414366,140.29371306035543,144.21499633789062,113990900,155.00716171264648,160.22630126953126,3.1916421014497987,2.896972618161345,4.891806273788234
2022-05-16,142.68570084334092,144.61693408926746,141.34265112461745,142.67588806152344,86643800,154.0617477416992,159.8853332519531,-1.0672317827205124,2.897708374695041,3.2742829646500127
2022-05-17,145.9305738468132,146.8226694807634,143.7934664467187,146.3031005859375,78336300,153.18365402221679,159.69267517089844,2.5422743630304057,2.9491873037367724,3.0292030340447127
2022-05-18,143.96011558077154,144.46007380411618,137.14687404841018,138.0487823486328,109742900,151.9011672973633,159.37134552001953,-5.641929804800105,3.1601179384594604,7.313199755705995
2022-05-19,137.12732118856076,138.87229156176298,133.9118691553446,134.64710998535156,136095600,150.48823928833008,158.87410919189452,-2.464108922518826,3.1806293391509097,4.960422406418388
2022-05-20,136.3528207232791,137.93113785871375,130.00034593006458,134.88233947753906,137426100,149.31368408203124,158.46830627441406,0.1747007360299646,3.1571552240719916,7.930791928649171
2022-05-23,135.0784317492794,140.4407891232643,134.9411873997547,140.2937469482422,117726300,148.35635147094726,158.24493041992187,4.011946628197571,3.3205019786114427,5.499601723509585
2022-05-24,138.03899606760518,139.17617200488684,134.62748321427134,137.5978546142578,104132700,147.5618034362793,158.04810089111328,-1.9216054832286722,3.254166309509771,4.5486887906155005
2022-05-25,135.70580258630076,138.99968110716551,135.61757730341805,137.7546844482422,92482700,146.78635635375977,157.76689666748047,0.11397694711450246,3.2561534065821367,3.3821038037474693
2022-05-26,134.68626677474316,141.49949297179575,134.4411865880973,140.9505157470703,90601500,145.82466506958008,157.4615090942383,2.3199438274121853,3.1126696019848326,7.0583063836984365
2022-05-27,142.5288570634857,146.73442720207444,142.40141055796454,146.69522094726562,90978500,145.4433837890625,157.2508514404297,4.075689379174707,3.190862645065652,4.333016644109904
2022-05-31,146.13644955191023,147.69515625482543,143.95032308788612,145.9109649658203,103718400,145.00771713256836,156.9587274169922,-0.5346159038999931,3.1902166983343325,3.7448331669393156
2022-06-01,146.95010821381516,148.75391017683245,144.773794451972,145.78353881835938,74286600,144.4912841796875,156.63664489746094,-0.08733144043752139,3.177993624641963,3.9801157248604397
2022-06-02,144.920824891666,148.29313081917098,143.96991252402043,148.23431396484375,72348100,143.77729339599608,156.29623138427735,1.6811055393146646,3.0451874642341004,4.323218295150554
2022-06-03,144.0091352358549,145.05808578629097,141.6171647882395,142.51905822753906,88570300,143.23027648925782,155.81429962158202,-3.855555157532664,2.913550511332967,3.4409209980514674
2022-06-06,144.13658414441952,145.64628674294468,142.04849579123675,143.26409912109375,71598400,142.684236907959,155.27169921875,0.5227657990590995,2.914295656706965,3.5977909517079354
2022-06-07,141.50933876771822,146.06782531945106,141.26425852389363,145.78353881835938,67808200,142.5200340270996,154.7667623901367,1.758598080553364,2.8605106621674787,4.80356679555743
2022-06-08,145.65610359122917,146.92071116560922,144.5581488005419,145.04830932617188,53950200,142.19898147583007,154.22989288330078,-0.5043295684456939,2.8339805204925264,2.3625623650673333
2022-06-09,144.18560463111925,145.0384790561678,139.72514139394366,139.83297729492188,69473000,142.0097785949707,153.52293518066406,-3.595582778922446,2.7056445560890756,5.313337662224143
2022-06-10,137.51944785790386,137.9899978151303,134.3628126010876,134.4314422607422,91437900,141.74362411499024,152.7312448120117,-3.862847762146482,2.7765778906793503,3.6271852140426972
2022-06-13,130.25523715092532,132.53938671229503,128.85338540144875,129.28472900390625,122207100,140.99711074829102,151.89848541259767,-3.828504083779305,2.774687985289428,3.6860013108462795
2022-06-14,130.51011351307002,131.25515193955982,128.8925752102517,130.1473846435547,84784300,140.37068557739258,151.08885192871094,0.6672525411894448,2.7833857610212047,2.362576729308131
2022-06-15,131.6472513597461,134.63723228518424,129.55917858108418,132.7648162841797,91533000,139.6937713623047,150.25071166992188,2.0111288811477612,2.7560193119351184,5.078053704100057
2022-06-16,129.4807554755027,129.78465248887207,126.50057227144764,127.50050354003906,108123900,139.166357421875,149.37345764160156,-3.9651414369244464,2.6114110489788405,3.2840802174244317
2022-06-17,127.5103548974603,130.4611156124141,127.25546187351353,128.9710235595703,134520300,138.88255310058594,148.5888507080078,1.1533444799843195,2.583432778390501,3.2056537389005655
2022-06-21,130.79442925101708,134.36279718069025,130.69640612370614,133.1962127685547,81000500,138.79824676513672,147.88267822265624,3.2760763560450545,2.6966477816680876,3.6663910569841107
2022-06-22,132.13745484401576,135.04900927487205,131.2747825760473,132.6864471435547,73409200,138.41788177490236,147.20644439697264,-0.3827178073642301,2.5236112240804704,3.774226698824748
2022-06-23,134.12754853756152,135.86270622381755,132.9609639616573,135.54901123046875,72433800,138.3154396057129,146.67242889404298,2.1573899584612644,2.5459567609416114,2.9017422621602407
2022-06-24,137.14689423988725,139.1173489130396,137.01946268880786,138.8722686767578,89116800,138.37131881713867,146.16748474121093,2.4517017248017137,2.606532202065601,2.097886224231729
2022-06-27,139.89179587794544,140.6662578013618,138.19584483125837,138.8722686767578,70207900,138.26740646362305,145.60889831542968,0.0,2.5523289648435528,2.470412970103439
2022-06-28,139.33299738336785,140.59760460905184,134.61765682035212,134.73529052734375,67083400,137.66940994262694,145.0676135253906,-2.9789807488803888,2.438076594530873,5.979947788699718
2022-06-29,134.75490940956817,137.90173093297278,133.98044756827542,136.4900665283203,66242400,137.19836502075196,144.56573150634765,1.3023878110244969,2.467003506157698,3.9212833646973593
2022-06-30,134.5490335635321,135.64698810352084,131.1375212724895,134.0294647216797,98964500,136.61066131591798,143.96902130126952,-1.802769878590449,2.488799959827816,4.509466831031347
2022-07-01,133.36282702594735,136.3037892489926,132.99031531614665,136.19595336914062,71051600,136.0087432861328,143.41897003173827,1.6164271430612498,2.486007966102094,3.3134739328459375
2022-07-05,135.05880629688934,138.82323473193733,134.2353254229341,138.7742156982422,73353800,135.82150115966797,142.9363409423828,1.8930535491855194,2.395264342046272,4.587909309003237
2022-07-06,138.5683715462856,141.28384979355582,138.30368070277723,140.1074676513672,74064300,135.66366958618164,142.57102142333986,0.9607346338919909,2.403299424926877,2.9801690907785883
2022-07-07,140.4701612232241,143.66601661315485,140.46036340026106,143.46995544433594,66253700,135.54799041748046,142.25161254882812,2.399934742476195,2.4332656176930687,3.205653212893793
2022-07-08,142.40140757015126,144.64635079248632,142.1465295229667,144.14637756347656,64547800,135.5028938293457,142.0647637939453,0.4714730112278298,2.433492477380769,2.4998212695196287
2022-07-11,142.8033484830433,143.7542609845207,140.95054251842944,142.0190887451172,63141600,135.61219940185546,141.839873046875,-1.4757837514318362,2.3118990413163916,2.8037184660912544
2022-07-12,142.8915249451027,145.52858974645025,142.19550569745277,142.98956298828125,77588800,136.04010543823242,141.49597747802736,0.6833407056327401,2.1166785155475862,3.3330840489974776
2022-07-13,140.17605986446435,143.56796105129766,139.32317069836506,142.62686157226562,71185600,136.70721206665038,141.2620977783203,-0.2536558672085354,1.885276087568572,4.244790352932597
2022-07-14,141.244640047542,146.01879814456234,140.4309718883509,145.54824829101562,78140700,137.47725524902344,141.08057678222656,2.0482724548137154,1.9164013704353693,5.587826256211429
2022-07-15,146.83245817528143,147.8912065060331,145.2835494113212,147.21478271484375,76259900,138.19975357055665,140.9026284790039,1.1450047962761944,1.891949091356503,2.6076570947118967
2022-07-18,147.77358792071823,148.58725611818477,143.8130828380742,144.17581176757812,81420900,139.03351898193358,140.53586212158203,-2.064310995963048,1.6910667038478453,4.774173280110574
2022-07-19,145.0090674390563,148.25392726287154,144.01894870347078,148.02845764160156,82982400,139.98639068603515,140.42724334716797,2.6721860115025198,1.7489180946778873,4.2349785594007585
2022-07-20,148.14610577429508,150.69494637561027,147.41086501912858,150.0283203125,64823400,140.82799606323243,140.34411193847657,1.350998789530311,1.6502147365175677,3.2840813564816926
2022-07-21,151.45958316742,152.50853373902038,148.94996398855773,152.29286193847656,65086600,141.8083168029785,140.40861724853517,1.509409437671283,1.6445509976681432,3.5585697504626523
2022-07-22,152.33206789895848,153.20455292364784,150.3910366563313,151.05764770507812,66675400,142.583748626709,140.40038299560547,-0.8110782197378597,1.6404582758768607,2.813516267316544
2022-07-25,150.97921649648936,151.9889458272938,149.28326552705713,149.94007873535156,53623900,143.13713912963868,140.52684387207032,-0.7398294536589689,1.6010955301462095,2.705680300236679
2022-07-26,149.26366918886245,150.07733740905363,147.8324089141252,148.61666870117188,55138700,143.62435913085938,140.7040866088867,-0.8826259432046513,1.6245865765217629,2.2449284949284163
2022-07-27,149.5773707705413,154.2338952339947,149.1656377708993,153.7045135498047,78620700,144.57282028198242,140.893876953125,3.423468506660643,1.5632723113747338,5.068257463095392
2022-07-28,153.8907653704556,154.53778073211737,151.37134852302864,154.2534942626953,81378700,145.46099166870118,141.12542907714842,0.3571662927860153,1.5574992226893534,3.1664322090887254
2022-07-29,158.0669387195233,160.409904944982,156.36117506106663,159.3119354248047,101786900,146.72511520385743,141.3856057739258,3.2793041002330936,1.5551179176452437,4.048729883915371
2022-08-01,157.84147403635484,160.37070393464464,157.72384030664722,158.33163452148438,67829400,147.8318992614746,141.7912628173828,-0.6153342501968528,1.5793139750534204,2.646863627997419
2022-08-02,156.94937000342367,159.2139087149108,156.4886180191764,156.8611297607422,59907000,148.73624496459962,142.23554321289063,-0.9287498137604655,1.5993941565937897,2.7252906957343725
2022-08-03,157.67481177613547,163.311657015849,157.58658648416494,162.8607177734375,82507500,149.87390747070313,142.7951107788086,3.8247767447846304,1.7518459077645,5.725070531684054
2022-08-04,162.74307352499065,163.89986001020398,161.19416464799912,162.54701232910156,55474100,150.8277603149414,143.24017608642578,-0.19262192174073212,1.7205054304971623,2.705695362204864
2022-08-05,160.22039768650808,162.8120387299593,160.0142377831412,162.32119750976562,56697000,151.73650131225585,143.73464294433595,-0.13892277446400092,1.729046224571998,2.797800946818114
2022-08-08,163.32251461167718,164.7361398246356,161.19226535966965,161.84999084472656,60276900,152.72804641723633,144.21654907226562,-0.2902927481241102,1.6732138158534176,3.5438744649659384
2022-08-09,161.0156004495246,162.78263230320212,160.25970057725633,161.89910888671875,63135500,153.67352371215821,144.6355209350586,0.03034788061206939,1.6792756540686826,2.5229317259457957
2022-08-10,164.60853143111325,166.23812814464867,163.8428202002786,166.1399688720703,70170500,154.84917907714845,145.02441589355467,2.619446156630123,1.7215078110770563,2.3953079443700744
2022-08-11,166.94492022851418,167.85789272456063,165.10917878344554,165.4036865234375,57149200,155.84195098876953,145.41427032470702,-0.4431699088614627,1.7150205728625694,2.748713941115085
2022-08-12,166.70933581222894,169.01628078921996,166.29701596444957,168.94757080078125,68039400,156.9285903930664,145.87755096435546,2.142566681451563,1.7442702165664052,2.7192648247703914
2022-08-15,168.3782005294128,170.21394216296972,168.21131628811554,170.01760864257812,54091700,158.2206802368164,146.31321685791016,0.6333549732174815,1.61861758782685,2.002625874854175
2022-08-16,169.61512926108554,170.52810192661653,168.51564947224608,169.8605499267578,56377100,159.31228485107422,146.86004669189452,-0.09237791136710305,1.571270489188776,2.0124524543704467
2022-08-17,169.6053281206725,172.9234055360259,169.40899457207655,171.35272216796875,79542000,160.37850494384764,147.42181915283203,0.8784689804986145,1.5645330390074534,3.5144109639493593
2022-08-18,170.56737014082248,171.69629926083016,169.9489052427666,170.9600372314453,62290100,161.3118637084961,147.92534912109375,-0.22916760910194345,1.5642160100804117,1.7473940180635452
2022-08-19,169.8605242913159,170.5575254675204,168.1720291679761,168.37818908691406,70346300,162.1778907775879,148.39194671630858,-1.5102056517664164,1.6044969102784514,2.3854962995443145
2022-08-22,166.58172694573366,166.74861119438174,164.07843325743647,164.5005645751953,69026800,162.9059150695801,148.88529846191406,-2.3029256537004272,1.7058226985491949,2.670177936945265
2022-08-23,164.01951691966545,165.61966421752064,163.59738564765863,164.16676330566406,54147100,163.68341979980468,149.4800048828125,-0.2029180084538007,1.6839156496600411,2.02227856986201
2022-08-24,164.2551282502834,165.03065085876125,163.20472075222654,164.46127319335938,53841500,164.22125778198242,150.18353576660155,0.1793967803013663,1.5387000770488897,1.825930106534713
2022-08-25,165.68840868200775,167.0234977835924,165.26629230145085,166.91551208496094,51218200,164.8543586730957,150.9188983154297,1.4922898527704342,1.559772604205036,1.7572054821415577
2022-08-26,167.44558409670634,167.91678748247466,160.56398047750997,160.6228790283203,78961000,164.91990585327147,151.4760595703125,-3.769951023747653,1.6691057019371058,7.3528070049646885
2022-08-29,158.19815240165843,159.91609703205498,156.89252766433086,158.4239501953125,73314000,164.92452163696288,152.09452850341796,-1.3690010080195991,1.6933490355935068,3.0235693677241215
2022-08-30,159.1602105704912,159.58232691391927,154.83098655063566,155.9991912841797,77906200,164.88142471313478,152.63509185791017,-1.5305507204835256,1.7162224334170566,4.751340363283617
2022-08-31,157.37354474862363,157.6386032608909,154.2616125155062,154.34014892578125,87991100,164.45539627075195,153.0579705810547,-1.0634942045155915,1.4714407015878055,3.3769907453847168
2022-09-01,153.77074600824525,155.51813965771387,151.83683028732435,155.0665740966797,74229900,164.08137435913085,153.5055731201172,0.4706650705953219,1.4804387682760538,3.6813093703895277
2022-09-02,156.8237793213389,157.42260624530542,152.1313381712874,152.95594787597656,76957800,163.6131118774414,153.85371185302733,-1.3611097252894777,1.5017772620741467,5.2912680740180065
2022-09-06,153.60388383195894,154.21252227519972,150.87480729194033,151.6994171142578,73714800,163.10558319091797,154.11025482177735,-0.8214984635560585,1.5065483038728904,3.3377149832593886
